image_path,current_label,caption,material_mentions,confidence,garment_id,split,reason
Backend\data\processed\material_deepfashion\Mixed Fabrics\MEN-Tees_Tanks-id_00007075-01_4_full.jpg,Mixed Fabrics,This guy wears a short-sleeve T-shirt with graphic patterns and a medium pants. The T-shirt is with cotton fabric and its neckline is crew. The pants ,Cotton,LOW,00007075-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\MEN-Tees_Tanks-id_00007224-21_7_additional.jpg,Mixed Fabrics,This guy is wearing a short-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a crew neckline. The trousers this guy wea,Cotton,LOW,00007224-21,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\MEN-Tees_Tanks-id_00007966-01_4_full.jpg,Mixed Fabrics,The T-shirt this man wears has short sleeves and it is with cotton fabric and graphic patterns. The neckline of the T-shirt is round. This man wears a,Cotton,LOW,00007966-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00000259-02_2_side.jpg,Mixed Fabrics,"The upper clothing has long sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The lower clothing is of three-point length. T",Cotton,LOW,00000259-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00000276-07_4_full.jpg,Mixed Fabrics,The lady is wearing a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric. It has a round neckline. The lady wears a long tro,Cotton,LOW,00000276-07,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00000377-03_1_front.jpg,Mixed Fabrics,"Her sweater has long sleeves, cotton fabric and pure color patterns. The neckline of it is round. The shorts this female wears is of three-point lengt",Cotton,LOW,00000377-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00000539-02_1_front.jpg,Mixed Fabrics,This female wears a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric. The trousers this female wears is of three-quarte,Cotton,LOW,00000539-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00000721-03_3_back.jpg,Mixed Fabrics,This person wears a medium-sleeve shirt with graphic patterns. The shirt is with cotton fabric. The trousers this person wears is of long length. The ,Cotton,LOW,00000721-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00000721-03_4_full.jpg,Mixed Fabrics,The female wears a medium-sleeve shirt with solid color patterns and a long trousers. The shirt is with cotton fabric. The neckline of the shirt is ro,Cotton,LOW,00000721-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00000890-02_1_front.jpg,Mixed Fabrics,The person is wearing a tank tank shirt with graphic patterns. The tank shirt is with cotton fabric. It has a round neckline. The person wears a three,Cotton,LOW,00000890-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00000890-02_4_full.jpg,Mixed Fabrics,This person is wearing a sleeveless tank shirt with graphic patterns. The tank shirt is with cotton fabric and its neckline is round. This person wear,Cotton,LOW,00000890-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00000906-01_1_front.jpg,Mixed Fabrics,This woman wears a medium-sleeve shirt with graphic patterns and a three-point pants. The shirt is with cotton fabric and its neckline is round. The p,Cotton,LOW,00000906-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001078-01_7_additional.jpg,Mixed Fabrics,"The shirt the female wears has medium sleeves, its fabric is cotton, and it has graphic patterns. The shirt has a crew neckline. The female wears a lo",Cotton,LOW,00001078-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001165-01_4_full.jpg,Mixed Fabrics,"Her tank shirt has sleeves cut off, cotton fabric and graphic patterns. It has a crew neckline. The trousers the female wears is of long length. The t",Cotton,LOW,00001165-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001194-05_7_additional.jpg,Mixed Fabrics,This female is wearing a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric. It has a v-shape neckline. This female ,Cotton,LOW,00001194-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001364-01_1_front.jpg,Mixed Fabrics,"Her shirt has medium sleeves, cotton fabric and pure color patterns. The neckline of it is lapel. The pants this person wears is of three-point length",Cotton,LOW,00001364-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001455-01_4_full.jpg,Mixed Fabrics,The female wears a tank tank shirt with pure color patterns and a three-point pants. The tank shirt is with denim fabric. The neckline of the tank shi,Denim,LOW,00001455-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001530-01_4_full.jpg,Mixed Fabrics,This female wears a sleeveless tank top with solid color patterns. The tank top is with cotton fabric. It has a round neckline. This female wears a th,Cotton,LOW,00001530-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001570-02_2_side.jpg,Mixed Fabrics,"Her tank top has no sleeves, denim fabric and pure color patterns. It has a lapel neckline. This lady wears a three-point shorts. The shorts are with ",Denim,LOW,00001570-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001570-02_7_additional.jpg,Mixed Fabrics,This lady wears a sleeveless tank shirt with solid color patterns and three-point shorts. The tank shirt is with denim fabric and it has a lapel neckl,Denim,LOW,00001570-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001652-02_7_additional.jpg,Mixed Fabrics,The person wears a sleeveless tank top with lattice patterns. The tank top is with cotton fabric. It has a crew neckline. The shorts the person wears ,Cotton,LOW,00001652-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001807-03_3_back.jpg,Mixed Fabrics,The person is wearing a tank tank shirt with graphic patterns and a three-point shorts. The tank shirt is with cotton fabric. The shorts are with deni,Cotton,LOW,00001807-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001898-01_4_full.jpg,Mixed Fabrics,This woman is wearing a long-sleeve sweater with plaid patterns. The sweater is with cotton fabric. It has a stand neckline. The pants this woman wear,Cotton,LOW,00001898-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001921-01_4_full.jpg,Mixed Fabrics,This female is wearing a long-sleeve shirt with graphic patterns and a three-point pants. The shirt is with cotton fabric and its neckline is crew. Th,Cotton,LOW,00001921-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001939-02_2_side.jpg,Mixed Fabrics,This person is wearing a long-sleeve shirt with graphic patterns. The shirt is with cotton fabric and its neckline is suspenders. This person wears a ,Cotton,LOW,00001939-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001962-02_4_full.jpg,Mixed Fabrics,"Her tank shirt has sleeves cut off, cotton fabric and graphic patterns. The neckline of it is suspenders. The female wears a long pants. The pants are",Cotton,LOW,00001962-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00001969-01_4_full.jpg,Mixed Fabrics,The lady is wearing a long-sleeve sweater with graphic patterns and a long trousers. The sweater is with cotton fabric and its neckline is round. The ,Cotton,LOW,00001969-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00002113-02_3_back.jpg,Mixed Fabrics,This woman is wearing a sleeveless tank top with solid color patterns. The tank top is with cotton fabric. This woman wears a three-point shorts. The ,Cotton,LOW,00002113-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00002773-02_4_full.jpg,Mixed Fabrics,This female is wearing a long-sleeve shirt with stripe patterns. The shirt is with cotton fabric and its neckline is round. This female wears a long t,Cotton,LOW,00002773-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00002846-01_4_full.jpg,Mixed Fabrics,"Her sweater has long sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The trousers this person wears is of long length. The",Cotton,LOW,00002846-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00003016-01_7_additional.jpg,Mixed Fabrics,The tank top this lady wears has sleeves cut off and its fabric is denim. The pattern of it is pure color. It has a suspenders neckline. This lady wea,Denim,LOW,00003016-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00003053-03_7_additional.jpg,Mixed Fabrics,The female wears a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. The female wears a three-point pants. The pants are ,Cotton,LOW,00003053-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00003192-06_7_additional.jpg,Mixed Fabrics,The tank top this person wears has sleeves cut off and its fabric is cotton. The pattern of it is solid color. It has a v-shape neckline. This person ,Cotton,LOW,00003192-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00003298-05_1_front.jpg,Mixed Fabrics,The tank shirt this female wears has no sleeves and it is with cotton fabric and pure color patterns. The neckline of the tank shirt is round. This fe,Cotton,LOW,00003298-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00003370-02_4_full.jpg,Mixed Fabrics,The shirt this female wears has long sleeves and it is with cotton fabric and pure color patterns. The neckline of the shirt is v-shape. This female w,Cotton,LOW,00003370-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00003475-01_7_additional.jpg,Mixed Fabrics,"The tank top the female wears has sleeves cut off and it is with cotton fabric and graphic patterns. The female wears a three-quarter pants, with deni",Cotton,LOW,00003475-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00003792-02_1_front.jpg,Mixed Fabrics,The tank top this lady wears has sleeves cut off and it is with cotton fabric and floral patterns. The neckline of the tank top is suspenders. This la,Cotton,LOW,00003792-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004020-01_2_side.jpg,Mixed Fabrics,This female wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a lapel neckline. The pants this female wears ,Cotton,LOW,00004020-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004067-01_7_additional.jpg,Mixed Fabrics,The sweater the female wears has long sleeves and its fabric is cotton. The pattern of it is plaid. It has a lapel neckline. The female wears a long p,Cotton,LOW,00004067-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004116-02_1_front.jpg,Mixed Fabrics,The lady is wearing a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. It has a round neckline. The lady wears a three-p,Cotton,LOW,00004116-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004122-02_1_front.jpg,Mixed Fabrics,"The tank shirt this female wears has sleeves cut off, its fabric is cotton, and it has graphic patterns. The tank shirt has a suspenders neckline. Thi",Cotton,LOW,00004122-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004183-01_4_full.jpg,Mixed Fabrics,The lady wears a long-sleeve shirt with graphic patterns and long pants. The shirt is with cotton fabric and it has a v-shape neckline. The pants are ,Cotton,LOW,00004183-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004303-01_7_additional.jpg,Mixed Fabrics,"Her tank shirt has no sleeves, cotton fabric and graphic patterns. The neckline of it is suspenders. The person wears a three-point shorts. The shorts",Cotton,LOW,00004303-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004344-02_1_front.jpg,Mixed Fabrics,The lady wears a long-sleeve shirt with graphic patterns. The shirt is with cotton fabric. It has a v-shape neckline. The lady wears a three-point sho,Cotton,LOW,00004344-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004472-01_1_front.jpg,Mixed Fabrics,"Her shirt has medium sleeves, cotton fabric and graphic patterns. It has a round neckline. The female wears a three-point pants. The pants are with de",Cotton,LOW,00004472-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004472-02_3_back.jpg,Mixed Fabrics,This lady is wearing a medium-sleeve shirt with solid color patterns. The shirt is with cotton fabric. The pants this lady wears is of three-point len,Cotton,LOW,00004472-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004546-01_4_full.jpg,Mixed Fabrics,"The upper clothing has short sleeves, cotton fabric and pure color patterns. The neckline of it is square. The lower clothing is of three-point length",Cotton,LOW,00004546-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004556-02_7_additional.jpg,Mixed Fabrics,This lady wears a medium-sleeve shirt with color block patterns and a long pants. The shirt is with cotton fabric and its neckline is lapel. The pants,Cotton,LOW,00004556-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004602-03_3_back.jpg,Mixed Fabrics,This woman is wearing a medium-sleeve shirt with solid color patterns and a three-point pants. The shirt is with cotton fabric. The pants are with den,Cotton,LOW,00004602-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004652-02_4_full.jpg,Mixed Fabrics,The shirt this woman wears has long sleeves and its fabric is cotton. The pattern of it is graphic. It has a crew neckline. This woman wears a long pa,Cotton,LOW,00004652-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004761-03_2_side.jpg,Mixed Fabrics,The female is wearing a tank tank top with floral patterns. The tank top is with cotton fabric and its neckline is stand. The pants the female wears i,Cotton,LOW,00004761-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004766-02_1_front.jpg,Mixed Fabrics,"The upper clothing has no sleeves, cotton fabric and pure color patterns. The neckline of it is v-shape. The lower clothing is of three-point length. ",Cotton,LOW,00004766-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00004881-02_4_full.jpg,Mixed Fabrics,"Her tank top has no sleeves, cotton fabric and pure color patterns. The neckline of it is round. The shorts this woman wears is of three-point length.",Cotton,LOW,00004881-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00005084-01_1_front.jpg,Mixed Fabrics,This female is wearing a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric and its neckline is round. The pants this female,Cotton,LOW,00005084-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00005180-02_7_additional.jpg,Mixed Fabrics,The person is wearing a sleeveless tank shirt with graphic patterns and a three-point shorts. The tank shirt is with cotton fabric. The shorts are wit,Cotton,LOW,00005180-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00005210-01_7_additional.jpg,Mixed Fabrics,The female wears a sleeveless tank shirt with pure color patterns and a long trousers. The tank shirt is with denim fabric and its neckline is lapel. ,Denim,LOW,00005210-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00005478-04_4_full.jpg,Mixed Fabrics,The lady wears a medium-sleeve shirt with stripe patterns and long pants. The shirt is with cotton fabric and it has a lapel neckline. The pants are w,Cotton,LOW,00005478-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00005583-02_2_side.jpg,Mixed Fabrics,This woman wears a tank tank shirt with graphic patterns and three-point shorts. The tank shirt is with cotton fabric and it has a suspenders neckline,Cotton,LOW,00005583-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00005855-02_1_front.jpg,Mixed Fabrics,The person wears a sleeveless tank top with graphic patterns and a three-point pants. The tank top is with cotton fabric. The neckline of the tank top,Cotton,LOW,00005855-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00006036-05_4_full.jpg,Mixed Fabrics,This woman wears a sleeveless tank top with graphic patterns and a long pants. The tank top is with cotton fabric and its neckline is round. The pants,Cotton,LOW,00006036-05,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00006511-01_4_full.jpg,Mixed Fabrics,This woman is wearing a short-sleeve shirt with graphic patterns. The shirt is with cotton fabric. This woman wears a long pants. The pants are with d,Cotton,LOW,00006511-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00007416-03_2_side.jpg,Mixed Fabrics,This woman is wearing a short-sleeve T-shirt with graphic patterns and a three-point shorts. The T-shirt is with cotton fabric. The neckline of the T-,Cotton,LOW,00007416-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Blouses_Shirts-id_00007533-02_1_front.jpg,Mixed Fabrics,"Her shirt has medium sleeves, cotton fabric and lattice patterns. It has a lapel neckline. The pants this female wears is of three-point length. The p",Cotton,LOW,00007533-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00000284-01_1_front.jpg,Mixed Fabrics,"The upper clothing has no sleeves, cotton fabric and pure color patterns. The neckline of it is round. The lower clothing is of three-point length. Th",Cotton,LOW,00000284-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00001150-01_1_front.jpg,Mixed Fabrics,This person wears a sleeveless tank shirt with graphic patterns and a three-point shorts. The tank shirt is with cotton fabric and its neckline is rou,Cotton,LOW,00001150-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00001150-01_2_side.jpg,Mixed Fabrics,The female wears a tank tank top with graphic patterns. The tank top is with cotton fabric. The female wears a three-point pants. The pants are with d,Cotton,LOW,00001150-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00001209-01_1_front.jpg,Mixed Fabrics,"Her sweater has long sleeves, cotton fabric and pure color patterns. The neckline of it is round. The person wears a three-point shorts. The shorts ar",Cotton,LOW,00001209-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00001627-06_7_additional.jpg,Mixed Fabrics,The lady wears a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric. It has a round neckline. The lady wears a long trou,Cotton,LOW,00001627-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00001877-06_1_front.jpg,Mixed Fabrics,"The upper clothing has long sleeves, cotton fabric and stripe patterns. It has a round neckline. The lower clothing is of three-point length. The fabr",Cotton,LOW,00001877-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00002121-16_7_additional.jpg,Mixed Fabrics,The female wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a crew neckline. The female wears a long trouse,Cotton,LOW,00002121-16,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00002121-30_7_additional.jpg,Mixed Fabrics,This person wears a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric. It has a crew neckline. The trousers this person ,Cotton,LOW,00002121-30,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00002215-03_1_front.jpg,Mixed Fabrics,"Her shirt has medium sleeves, cotton fabric and lattice patterns. The neckline of it is crew. The pants the lady wears is of three-point length. The p",Cotton,LOW,00002215-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00002215-03_2_side.jpg,Mixed Fabrics,The female is wearing a medium-sleeve shirt with lattice patterns. The shirt is with cotton fabric. It has a round neckline. The female wears a three-,Cotton,LOW,00002215-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00002620-02_4_full.jpg,Mixed Fabrics,The sweater this female wears has long sleeves and it is with cotton fabric and other patterns. The neckline of the sweater is crew. This female wears,Cotton,LOW,00002620-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00003492-04_7_additional.jpg,Mixed Fabrics,This lady wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a crew neckline. The trousers this lady wears is,Cotton,LOW,00003492-04,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00003778-04_4_full.jpg,Mixed Fabrics,The sweater this lady wears has long sleeves and its fabric is cotton. The pattern of it is solid color. It has a round neckline. This lady wears a lo,Cotton,LOW,00003778-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00003939-02_2_side.jpg,Mixed Fabrics,The lady is wearing a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric and its neckline is crew. The lady wears a ,Cotton,LOW,00003939-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00004057-02_7_additional.jpg,Mixed Fabrics,This person wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a round neckline. This person wears a long pan,Cotton,LOW,00004057-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00004490-01_2_side.jpg,Mixed Fabrics,The T-shirt this woman wears has short sleeves and its fabric is cotton. The pattern of it is solid color. It has a round neckline. This woman wears a,Cotton,LOW,00004490-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00005344-03_4_full.jpg,Mixed Fabrics,The lady wears a long-sleeve shirt with pure color patterns and three-quarter trousers. The shirt is with cotton fabric and it has a round neckline. T,Cotton,LOW,00005344-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00005365-04_1_front.jpg,Mixed Fabrics,The lady is wearing a medium-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a crew neckline. The shorts the lady wear,Cotton,LOW,00005365-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00006595-03_7_additional.jpg,Mixed Fabrics,This person wears a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric. It has a round neckline. This person wears a long pa,Cotton,LOW,00006595-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00007012-03_4_full.jpg,Mixed Fabrics,The person wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a v-shape neckline. The pants the person wears ,Cotton,LOW,00007012-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00007012-04_7_additional.jpg,Mixed Fabrics,The person is wearing a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric. The person wears a three-point pants. The pa,Cotton,LOW,00007012-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00007012-05_4_full.jpg,Mixed Fabrics,"Her shirt has long sleeves, cotton fabric and pure color patterns. It has a v-shape neckline. The pants this person wears is of three-point length. Th",Cotton,LOW,00007012-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Cardigans-id_00007437-01_7_additional.jpg,Mixed Fabrics,The shirt this person wears has medium sleeves and it is with cotton fabric and graphic patterns. The neckline of the shirt is crew. This person wears,Cotton,LOW,00007437-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Denim-id_00000152-03_1_front.jpg,Mixed Fabrics,"The upper clothing has short sleeves, cotton fabric and solid color patterns. The neckline of it is crew. The lower clothing is of three-quarter lengt",Cotton,LOW,00000152-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Denim-id_00005070-02_2_side.jpg,Mixed Fabrics,The person is wearing a sleeveless tank top with striped patterns and a long pants. The tank top is with cotton fabric and its neckline is crew. The p,Cotton,LOW,00005070-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Denim-id_00005377-01_1_front.jpg,Mixed Fabrics,The female wears a tank tank top with pure color patterns and a long trousers. The tank top is with cotton fabric. The neckline of the tank top is rou,Cotton,LOW,00005377-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Denim-id_00006138-03_1_front.jpg,Mixed Fabrics,The sweater this person wears has long sleeves and its fabric is cotton. The pattern of it is plaid. It has a lapel neckline. This person wears a long,Cotton,LOW,00006138-03,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Dresses-id_00006363-01_4_full.jpg,Mixed Fabrics,The shirt this female wears has medium sleeves and it is with cotton fabric and plaid patterns. The neckline of the shirt is lapel. This female wears ,Cotton,LOW,00006363-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00000205-01_4_full.jpg,Mixed Fabrics,This female is wearing a sleeveless tank shirt with graphic patterns and a three-point pants. The tank shirt is with cotton fabric and its neckline is,Cotton,LOW,00000205-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Graphic_Tees-id_00000249-01_1_front.jpg,Mixed Fabrics,This person is wearing a short-sleeve T-shirt with graphic patterns and a three-point pants. The T-shirt is with cotton fabric and its neckline is rou,Cotton,LOW,00000249-01,validation,caption does not support assigned label
